iter	RMSE
709	0.2359909728
710	0.235882008
711	0.2358210004
712	0.2358141788
713	0.2358122059
714	0.2357356807
715	0.2355866685
716	0.2354713857
717	0.2354293536
718	0.2353827628
719	0.2352965386
720	0.235130246
721	0.2349927688
722	0.2349481244
723	0.2348283191
724	0.2347372938
725	0.2346592565
726	0.2345889218
727	0.2344870996
728	0.2344164371
729	0.2343543507
730	0.2342732587
731	0.2341871431
732	0.234136957
733	0.2341187935
734	0.2340492623
735	0.2339499426
736	0.2338204541
737	0.2337043094
738	0.2336256337
739	0.2335525306
740	0.2334929602
741	0.233452023
742	0.2333217186
743	0.2331704829
744	0.2331176458
745	0.2330031736
746	0.2329173925
747	0.2328210783
748	0.2327782184
749	0.2326841983
750	0.2326037778
751	0.2325395701
752	0.2324867363
753	0.2324561853
754	0.2323748092
755	0.2323107875
756	0.2322343025
757	0.2321619383
758	0.2320212368
759	0.2319638404
760	0.2318914352
761	0.2318203299
762	0.2317789018
763	0.2316868572
764	0.2316201998
765	0.2315459803
766	0.231543882
767	0.2315003463
768	0.2314288762
769	0.2313553316
770	0.2312251183
771	0.2311583121
772	0.2310760513
773	0.2309819914
774	0.2309231985
775	0.2308787312
776	0.2308489534
777	0.2307739683
778	0.2307309318
779	0.2306712714
780	0.2305796104
781	0.2304855599
782	0.2304285272
783	0.2302895851
784	0.2302158001
785	0.2301311383
786	0.2300677322
787	0.2300180744
788	0.229943843
789	0.2298557079
790	0.2297899897
791	0.2297066234
792	0.2296439132
793	0.2295690176
794	0.2294935644
795	0.2294076656
796	0.2293439632
797	0.2292922596
798	0.229224279
799	0.2291330793
800	0.2290674191
801	0.2289801793
802	0.2289209007
803	0.2288243888
804	0.2287532882
805	0.2286466943
806	0.2285592525
807	0.2284968375
808	0.2284233116
809	0.2283521098
810	0.228261393
811	0.228146319
812	0.2280365221
813	0.2279478689
814	0.2279001812
815	0.2278237265
816	0.2277652438
817	0.2276845418
818	0.2276214896
819	0.2275498077
820	0.2274942374
821	0.2274396144
822	0.2273795742
823	0.2273125956
824	0.2272397038
825	0.2271498695
826	0.2270697087
827	0.227013331
828	0.2269417687
829	0.2268791631
830	0.2268310099
831	0.2267894331
832	0.2267097292
833	0.2266456782
834	0.2265067804
835	0.2264550044
836	0.226406292
837	0.2263708231
838	0.2262950282
839	0.2262166495
840	0.226156378
841	0.2260776373
842	0.2260310091
843	0.225933296
844	0.2258865638
845	0.2258257244
846	0.2257697703
847	0.2256767111
848	0.2256029367
849	0.2255086429
850	0.2254323768
851	0.2253721667
852	0.2252757075
853	0.2251881132
854	0.2251299745
855	0.2250740028
856	0.2249298678
857	0.2248518597
858	0.2248016102
859	0.2247581475
860	0.2247116622
861	0.2246316163
862	0.2245833856
863	0.2245184228
864	0.2244142322
865	0.2243815619
866	0.2243677167
867	0.224308029
868	0.2242520686
869	0.2241915471
870	0.2241201792
871	0.2239963874
872	0.2239333015
873	0.2238712741
874	0.2237956972
875	0.2237360984
876	0.2236842237
877	0.2236363595
878	0.2235528461
879	0.2234778169
880	0.2233906441
881	0.223336766
882	0.2232493869
883	0.2231995084
884	0.2231152177
885	0.2230732636
886	0.2230184632
887	0.2229778405
888	0.2228881921
889	0.2227889038
890	0.2227156805
891	0.2226357789
892	0.2225271823
893	0.2224574517
894	0.2224024941
895	0.2223488579
896	0.2223409008
897	0.222283646
898	0.2222310998
899	0.2221901523
900	0.2221716331
901	0.2220935327
902	0.2220072534
903	0.2219084247
904	0.2218760419
905	0.2217990089
906	0.221665798
907	0.22160968
908	0.22153524
909	0.2214744241
910	0.2213701156
911	0.2212931647
912	0.2212285824
913	0.2211917273
914	0.2211129495
915	0.2210755095
916	0.2209991812
917	0.220964217
918	0.2208926134
919	0.2208181757
920	0.22077424
921	0.2207037757
922	0.2206392013
923	0.2206348425
924	0.2205742262
925	0.2205237755
926	0.2204734783
927	0.2203733492
928	0.2202809948
929	0.2202169311
930	0.220145034
931	0.2200742787
932	0.2200067095
933	0.2199632626
934	0.2198905039
935	0.2198242338
936	0.2197682844
937	0.2197247929
938	0.2196221373
939	0.2195990229
940	0.2195458845
941	0.2194766875
942	0.2194082009
943	0.2193665101
944	0.2192955817
945	0.2192238039
946	0.2191581478
947	0.2191002115
948	0.2190396251
949	0.2189696142
950	0.2189074656
951	0.2188160706
952	0.2187691795
953	0.2187142845
954	0.2186749033
955	0.2186518034
956	0.218606188
957	0.218550616
958	0.2184356892
959	0.218406418
960	0.2183120169
961	0.2182652142
962	0.2182136543
963	0.2181232112
964	0.2180401054
965	0.217988142
966	0.2179468411
967	0.2178988608
968	0.2178317259
969	0.2177899545
970	0.2177639195
971	0.2177095465
972	0.2176738166
973	0.2176475994
974	0.2175607426
975	0.2175022242
976	0.2174579176
977	0.217346074
978	0.2172878645
979	0.2172610483
980	0.2172456074
981	0.2171760693
982	0.2171102294
983	0.2170683602
984	0.2169864481
985	0.2169219468
986	0.2168556039
987	0.2168129719
988	0.2167562439
989	0.2167516845
990	0.2166691119
991	0.2165874701
992	0.2164511973
993	0.2164019393
994	0.2163553362
995	0.2162847262
996	0.2162021916
997	0.2161351892
998	0.2160856018
999	0.2160204541
